baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
11950.65383436304	2.8170828950472586	0.13646586960325516	20.643131526126748	1.1253027306366409e-94	2.5769432531579075e-92	ENSG00000159128
14109.4060423648	2.842951029061629	0.13850978798693522	20.525271682097927	1.2804567313123227e-93	1.4661229573526095e-91	ENSG00000243646
30980.114796388814	3.0068001592059415	0.15033784707943595	20.00028746997554	5.475597174326276e-89	4.1797058430690575e-87	ENSG00000183486
59613.67351829216	3.141491106927091	0.1696096104015827	18.521893302443292	1.3751495826995833e-76	7.872731360955115e-75	ENSG00000160255
24029.663644740525	3.0425549432528727	0.1731124861286094	17.5755949862131	3.7889454174531755e-69	1.7353370011935544e-67	ENSG00000159110
43401.70553839981	3.223579151285551	0.20051094368067923	16.07682399829116	3.709132769329314e-58	1.4156523402940215e-56	ENSG00000160218
25850.98972924989	2.797662954744802	0.19898929233908222	14.059364309801765	6.748971741526829e-45	2.2078778982994914e-43	ENSG00000156273
12925.42745925313	2.6915510664530156	0.2078962171988976	12.946609143339852	2.455632883725669e-38	7.029249129664727e-37	ENSG00000160213
9608.22944992397	3.161106701072398	0.3511170518949091	9.002999666386271	2.196330155372064e-19	5.5884400620022515e-18	ENSG00000142166
41259.398283364266	2.6229974009777384	0.345736500322679	7.586695065547523	3.281681612782935e-14	7.51505089327292e-13	ENSG00000141959
6594.106799243484	2.0784177831775272	0.3755843645001164	5.533824034298646	3.1332332065031066e-8	6.522821857174649e-7	ENSG00000280433
432.25416240869663	1.3098149404685124	0.3428786694534575	3.82005373083235	1.334226057574987e-4	0.0025461480598722667	ENSG00000243489
128.72191681506268	-0.9869114709275438	0.4260494261528136	-2.3164248332388615	0.02053508415733249	0.3617334055407031	ENSG00000186965
1029.2273924654996	-0.6788129303678668	0.30950643074088285	-2.1932110707456203	0.028292175281119988	0.4627791528126055	ENSG00000160284
5280.695084265245	0.30421475195629133	0.14125885407996377	2.1535977616247792	0.031271729968723495	0.4676561743650016	ENSG00000160223
6096.434377397592	-0.2818448367615732	0.1319462324506149	-2.1360582377148405	0.032674667204541596	0.4676561743650016	ENSG00000166979
4786.964366822883	-0.2749544826581877	0.13296763943991466	-2.0678300661450337	0.03865600539424601	0.5207191314871963	ENSG00000185808
6998.215836545662	-0.44370063544813676	0.2251123389012259	-1.9710187260895653	0.048721733928639176	0.6198487260921317	ENSG00000171587
3839.2671636146324	-0.303313023443317	0.16303357061613924	-1.8604329298378934	0.06282429936392663	0.757198134438905	ENSG00000142197
221.7853918654912	0.754923291852777	0.423265444987448	1.7835693907759569	0.07449366309502535	0.808307966667137	ENSG00000212938
1935.5425467324617	-0.2933557261913539	0.16460495235801714	-1.782180438613431	0.07471981168108753	0.808307966667137	ENSG00000154723
4268.293867736393	-0.366328636997929	0.2079180561362747	-1.761889485720413	0.07808797141703418	0.808307966667137	ENSG00000159263
88.97844667977758	0.8122191707333036	0.46575979563143	1.7438584831740984	0.08118376957792205	0.808307966667137	ENSG00000206106
266.4444543709135	-0.6461597230766036	0.3770214837179473	-1.7138538544397663	0.08655556977803297	0.821046311314298	ENSG00000187766
1308.5221177946353	0.31680056612993773	0.1883830314344548	1.6816831309998532	0.09263030083682268	0.821046311314298	ENSG00000205929
2332.835776588655	-0.5112120983801897	0.3113171680824548	-1.6420941431819498	0.10057049527256633	0.821046311314298	ENSG00000142178
326.2043066065028	0.5730276701466224	0.35273028814026736	1.624549094345851	0.1042586714497497	0.821046311314298	ENSG00000197683
508.6846753791085	0.559673708798128	0.3457532513726916	1.6187084476462346	0.10551000841912944	0.821046311314298	ENSG00000272804
410.1797053137532	-0.6762387452942737	0.4213621571835398	-1.6048872300597061	0.10851862434125768	0.821046311314298	ENSG00000182591
5730.547335139052	-0.2918506353912962	0.18333024830612007	-1.5919393449136205	0.11139833394112131	0.821046311314298	ENSG00000155307
9440.190407914892	0.23653554558155884	0.14982534571293574	1.5787418641086215	0.11439527816263283	0.821046311314298	ENSG00000173276
3651.3985037643893	-0.2318510083066254	0.14699429911789214	-1.577278912841896	0.11473136227972723	0.821046311314298	ENSG00000159079
513.7876997996217	0.5745600810551424	0.37503118713508266	1.53203280357639	0.125514340059166	0.8296354624177554	ENSG00000277277
111.01490103888312	-0.7280257688307722	0.47793539796739787	-1.5232723333048332	0.12769058593011437	0.8296354624177554	ENSG00000186930
2656.374212489759	-0.32878210735288554	0.21648899797265153	-1.5187012293087507	0.12883771704956912	0.8296354624177554	ENSG00000183844
2910.828687384823	-0.24934441714954952	0.16778601482290306	-1.4860858183724714	0.13725642292622475	0.8296354624177554	ENSG00000276289
4904.585332009034	-0.2778986476223381	0.18732071019825966	-1.4835447043106502	0.13792974828764948	0.8296354624177554	ENSG00000156256
1357.4638717304813	0.3342789986707479	0.22718430383653518	1.4714000616489336	0.14118295677122294	0.8296354624177554	ENSG00000160256
6701.237841183552	-0.19053048520210406	0.1297277360316272	-1.468695061136759	0.1419155176625839	0.8296354624177554	ENSG00000160183
6540.801090475657	-0.2062388394285962	0.14147927870526436	-1.457731770447047	0.1449144912520097	0.8296354624177554	ENSG00000159147
11222.493690849753	0.2563366026834515	0.17886653640976868	1.4331166009510308	0.15182451798219482	0.8479954784859174	ENSG00000159216
959.7799242466228	0.3573499222628055	0.26420243141050787	1.3525610659788687	0.1761958977197721	0.9178646067487088	ENSG00000166351
14181.686983965088	-0.18505762788233593	0.13847784580697287	-1.3363699211518034	0.18142839268932287	0.9178646067487088	ENSG00000160209
